crop_type,temperature,humidity,sunlight_hours,water_ph,air_quality_index,wind_speed,suitability_percentage,suitability_class
basil,44.25,48,6.3,6.25,53,1.53,53.82,1
basil,23.44,65,7.6,5.83,51,1.11,75.63,2
basil,21.81,60,7.7,5.77,42,2.07,70.65,2
basil,25.83,67,7.5,6.31,20,1.55,81.45,2
basil,23.89,68,6.2,5.98,45,1.26,75.59,2
basil,25.29,57,6.6,6.24,55,2.05,79.03,2
basil,31.49,47,5.5,6.0,22,1.68,57.21,1
basil,24.82,55,7.0,5.83,28,1.25,86.07,2
basil,26.03,61,5.5,6.11,22,0.94,80.7,2
basil,25.19,62,6.7,5.91,25,1.38,86.98,2
basil,12.24,66,8.2,6.19,73,1.01,53.83,1
basil,26.65,53,7.3,6.12,48,0.94,80.12,2
basil,25.91,59,7.3,6.37,40,1.56,83.23,2
basil,23.82,46,7.0,6.54,38,1.15,75.29,2
basil,24.17,58,7.0,6.21,51,0.84,86.25,2
basil,26.47,62,8.1,6.17,45,1.78,76.37,2
basil,32.78,53,7.6,6.09,56,1.05,64.56,1
basil,24.37,53,6.6,6.23,47,1.22,81.62,2
basil,26.79,54,5.9,6.29,69,1.08,70.49,2
basil,6.75,64,7.4,5.72,86,0.77,51.92,1
basil,27.1,59,6.1,5.95,19,1.6,79.65,2
basil,5.74,60,8.0,6.18,42,1.1,65.28,1
basil,27.47,59,6.7,5.98,25,1.78,81.89,2
basil,24.71,67,7.6,6.08,51,1.55,78.39,2
basil,39.81,54,7.1,6.22,53,1.35,64.34,1
basil,23.66,64,6.7,6.4,54,0.62,76.8,2
basil,38.67,47,6.7,6.46,77,1.48,49.44,1
basil,29.63,45,6.2,6.06,60,1.22,62.46,1
basil,38.3,51,7.8,6.16,48,0.89,58.18,1
basil,25.97,58,6.1,6.45,25,1.46,79.52,2
basil,22.33,62,7.3,5.71,43,1.35,76.35,2
basil,24.69,52,7.6,6.19,81,1.43,74.16,2
basil,23.11,63,7.7,6.07,17,0.85,83.11,2
basil,27.86,56,6.4,6.32,46,1.27,76.38,2
basil,19.54,63,7.4,5.97,77,0.75,66.86,1
basil,23.84,57,7.6,6.39,36,1.15,81.7,2
basil,16.92,65,6.9,6.27,55,1.06,68.5,1
basil,25.91,50,8.1,6.43,48,0.86,69.03,1
basil,30.04,68,6.8,5.96,44,0.75,70.37,2
basil,24.83,56,9.3,6.08,61,1.22,70.79,2
basil,24.18,56,7.3,5.96,76,1.16,78.44,2
basil,36.44,63,7.7,5.55,49,0.98,54.73,1
basil,25.95,63,7.3,6.38,40,1.65,80.97,2
basil,41.23,54,8.2,6.0,87,0.96,49.69,1
basil,18.96,61,7.1,6.07,56,0.84,74.75,2
basil,24.09,58,7.8,5.94,41,1.32,80.14,2
basil,27.19,63,7.6,6.05,45,0.64,77.41,2
basil,19.57,70,7.7,6.3,58,1.02,64.39,1
basil,24.21,62,8.6,6.0,54,1.44,72.6,2
basil,17.48,63,6.4,6.06,41,1.05,69.93,1
basil,48.99,45,5.8,5.81,66,0.78,42.19,0
basil,31.66,66,5.6,5.75,34,0.68,57.53,1
basil,29.77,62,6.9,6.13,61,1.27,77.81,2
basil,42.87,46,6.8,6.47,31,0.83,56.43,1
basil,5.92,69,8.0,6.25,32,1.52,57.11,1
basil,19.66,71,6.8,6.27,64,1.16,67.82,1
basil,45.15,55,7.3,6.27,37,1.49,64.46,1
basil,29.62,55,6.9,6.33,33,1.29,77.59,2
basil,46.68,59,7.0,5.79,48,0.61,63.15,1
basil,24.99,63,7.6,6.2,72,1.21,81.03,2
basil,37.07,44,4.8,6.18,66,0.81,40.38,0
basil,23.36,61,7.5,6.06,60,1.69,78.43,2
basil,25.84,65,6.9,6.25,33,1.5,85.15,2
basil,22.19,54,7.2,6.08,61,1.18,77.74,2
basil,23.0,59,5.8,6.1,58,1.22,76.15,2
basil,12.58,60,7.5,5.68,36,1.37,62.19,1
basil,42.68,57,7.1,6.34,30,0.72,66.93,1
basil,25.18,55,6.7,6.29,38,1.21,85.29,2
basil,21.17,67,7.0,6.67,63,1.06,68.87,1
basil,26.33,58,8.2,6.27,11,1.5,81.24,2
basil,23.16,49,6.5,5.86,57,1.18,70.91,2
basil,24.26,55,7.4,5.95,57,0.83,78.04,2
basil,24.71,65,7.1,6.07,75,1.77,78.5,2
basil,22.93,53,5.9,6.03,46,0.97,72.38,2
basil,25.65,53,6.6,6.28,51,1.0,79.72,2
basil,47.5,55,7.4,6.06,38,1.37,64.73,1
basil,37.74,55,7.7,6.2,57,1.11,61.23,1
basil,24.69,65,6.4,6.22,18,0.69,84.58,2
basil,25.08,56,7.2,5.85,37,0.74,82.62,2
basil,22.16,44,6.0,5.66,76,1.57,53.12,1
basil,25.13,53,7.4,5.96,19,1.26,85.0,2
basil,32.95,60,8.9,6.07,27,1.17,64.35,1
basil,5.53,58,6.9,6.66,46,0.8,60.77,1
basil,22.85,69,6.5,6.73,35,1.1,70.6,2
basil,14.03,68,7.4,6.26,83,1.03,55.83,1
basil,20.16,49,8.0,6.25,69,1.09,62.06,1
basil,25.83,56,7.7,6.27,22,1.57,82.39,2
basil,30.01,65,5.9,5.9,47,0.86,65.2,1
basil,25.18,56,7.3,6.36,65,1.17,81.04,2
basil,26.05,55,8.0,5.86,53,1.41,72.51,2
basil,9.75,69,6.2,6.22,64,0.81,54.33,1
basil,7.97,60,7.3,6.12,72,1.28,65.45,1
basil,31.73,63,7.3,6.48,31,0.98,71.19,2
basil,29.19,66,6.1,5.85,57,1.07,66.51,1
basil,25.95,47,6.1,6.1,46,1.04,73.11,2
basil,23.67,60,7.9,6.6,23,1.22,79.72,2
basil,24.94,59,7.5,6.24,40,0.65,84.9,2
basil,23.17,60,7.9,6.11,60,1.6,77.1,2
basil,19.52,63,7.4,5.77,61,0.68,65.79,1
basil,14.99,69,5.6,6.12,40,0.98,55.13,1
basil,26.35,54,8.0,6.03,41,1.15,77.15,2
basil,25.33,54,7.1,6.33,48,1.16,83.88,2
basil,26.01,57,7.6,5.76,55,1.14,76.71,2
basil,42.17,60,8.4,6.14,24,0.72,63.12,1
basil,8.61,71,7.8,5.72,51,1.74,47.82,1
basil,23.35,73,7.0,5.55,56,0.99,68.16,1
basil,27.06,58,7.2,5.91,74,1.6,75.16,2
basil,30.09,63,8.1,6.03,77,1.9,61.22,1
basil,22.7,51,6.4,6.04,33,0.68,74.62,2
basil,26.49,66,7.2,5.84,50,0.24,73.21,2
basil,7.0,70,7.3,6.52,40,0.97,57.35,1
basil,26.45,64,7.2,6.04,40,1.28,83.99,2
basil,26.76,54,7.5,6.46,40,1.17,77.19,2
basil,30.21,54,6.8,5.49,46,1.44,64.64,1
basil,25.48,57,7.0,5.8,49,1.0,82.98,2
basil,25.32,56,7.5,6.08,38,1.35,84.51,2
basil,7.01,69,7.6,5.95,65,0.86,53.97,1
basil,27.69,67,6.4,6.36,42,1.4,73.71,2
basil,37.72,66,6.3,6.39,65,1.45,54.79,1
basil,25.61,55,6.3,6.13,72,0.83,76.51,2
basil,23.7,54,6.9,6.27,35,1.93,80.33,2
basil,12.97,68,6.6,6.37,3,2.0,62.15,1
basil,36.35,51,7.5,6.1,31,1.47,62.08,1
basil,24.04,59,7.5,6.21,47,1.22,85.01,2
basil,6.62,65,5.6,6.22,66,1.28,53.75,1
basil,28.24,57,6.8,6.28,37,1.18,81.9,2
basil,24.82,59,8.4,6.21,38,1.38,80.27,2
basil,20.14,50,6.1,6.64,53,1.38,58.98,1
basil,25.79,57,7.5,5.72,67,1.19,75.26,2
basil,25.03,60,8.1,5.85,36,1.26,80.89,2
basil,27.39,58,5.3,6.05,51,0.97,70.53,2
basil,27.75,61,7.8,6.17,48,1.62,77.29,2
basil,27.19,54,6.3,5.92,55,1.39,72.46,2
basil,31.23,65,8.1,6.14,72,1.3,63.43,1
basil,9.62,64,8.5,6.74,79,0.75,42.17,0
basil,30.43,51,6.5,6.23,41,1.53,68.87,1
basil,31.48,58,7.2,6.12,43,1.39,75.55,2
basil,23.9,68,7.5,6.38,69,1.11,73.66,2
basil,21.55,54,7.2,6.53,55,0.98,71.79,2
basil,46.01,52,7.5,5.74,45,0.81,55.02,1
basil,21.7,70,8.9,6.46,48,1.53,57.26,1
basil,24.41,57,6.8,6.05,31,1.22,88.35,2
parsley,26.41,61,5.5,5.72,62,0.95,64.97,1
parsley,48.01,63,5.5,6.28,55,1.27,58.1,1
parsley,17.27,57,5.2,6.27,25,0.7,71.88,2
parsley,22.8,57,4.2,6.46,41,0.23,65.37,1
parsley,25.52,59,5.9,6.15,45,0.64,67.0,1
parsley,28.53,63,4.6,5.69,52,0.78,60.83,1
parsley,24.3,60,3.2,6.03,58,0.83,66.15,1
parsley,14.1,54,5.8,6.07,43,0.79,59.42,1
parsley,21.21,72,4.8,5.82,43,0.26,75.87,2
parsley,29.57,54,5.5,6.24,52,0.85,57.27,1
parsley,23.76,50,5.5,5.54,39,0.9,66.59,1
parsley,27.54,57,5.3,6.27,32,1.24,63.63,1
parsley,28.62,71,6.0,6.17,51,1.59,49.75,1
parsley,19.96,64,4.5,6.27,53,1.23,73.97,2
parsley,38.83,52,5.3,6.22,48,1.55,53.63,1
parsley,23.18,67,6.1,6.64,32,0.81,65.37,1
parsley,20.11,63,4.5,5.61,59,1.24,71.51,2
parsley,25.49,62,6.1,6.04,43,1.02,71.08,2
parsley,26.66,58,4.4,5.92,62,0.98,65.46,1
parsley,20.46,67,5.0,6.01,24,0.67,88.21,2
parsley,27.93,65,6.1,5.58,59,0.77,52.56,1
parsley,21.56,68,3.7,5.93,23,0.59,78.96,2
parsley,26.91,61,5.4,5.8,77,0.14,57.48,1
parsley,17.64,59,4.2,5.82,25,0.41,69.02,1
parsley,23.05,56,5.0,6.34,60,1.11,73.12,2
parsley,21.46,62,5.2,6.16,69,1.17,81.14,2
parsley,22.16,67,4.8,6.32,20,1.55,78.76,2
parsley,19.72,61,5.5,6.29,66,0.92,73.3,2
parsley,22.37,62,5.0,5.73,56,0.74,81.15,2
parsley,6.76,62,4.7,5.89,45,0.66,65.75,1
parsley,14.31,58,5.2,5.7,41,1.03,61.88,1
parsley,21.31,68,5.5,5.54,62,0.0,65.37,1
parsley,24.64,61,4.0,6.18,41,0.81,71.45,2
parsley,38.6,57,6.1,5.96,32,1.12,60.48,1
parsley,24.28,58,4.9,5.66,40,1.17,72.89,2
parsley,14.28,62,4.2,6.38,54,1.29,53.85,1
parsley,20.54,54,4.5,6.15,60,0.64,73.24,2
parsley,14.62,59,4.8,6.17,33,0.56,65.01,1
parsley,18.79,64,5.2,6.07,4,0.91,87.71,2
parsley,22.24,46,3.9,6.66,44,1.41,54.95,1
parsley,30.35,62,6.5,5.73,46,0.82,54.72,1
parsley,20.04,67,5.0,5.85,38,0.77,82.71,2
parsley,19.55,63,4.6,5.92,40,0.94,82.53,2
parsley,12.45,65,4.4,6.02,17,1.06,69.43,1
parsley,21.23,67,6.1,6.09,36,0.26,75.15,2
parsley,21.42,57,3.9,5.88,27,1.15,79.24,2
parsley,22.66,60,4.2,6.03,42,0.84,81.09,2
parsley,38.18,59,5.7,5.89,62,0.88,59.95,1
parsley,23.19,47,4.5,6.33,71,0.57,60.94,1
parsley,21.25,72,5.4,5.91,42,0.36,77.29,2
parsley,19.92,65,7.4,6.09,62,0.3,61.85,1
parsley,20.23,61,3.5,5.78,38,1.25,70.57,2
parsley,29.78,53,4.5,6.24,18,0.57,60.0,1
parsley,49.86,60,5.0,6.26,52,0.87,64.38,1
parsley,14.85,67,5.6,5.75,74,0.61,54.05,1
parsley,21.56,67,4.1,5.57,51,0.69,71.53,2
parsley,23.79,63,4.4,5.88,44,1.31,75.51,2
parsley,20.32,59,4.7,5.86,37,0.84,82.81,2
parsley,23.8,58,4.8,5.97,48,0.14,74.3,2
parsley,25.05,66,4.8,6.18,18,0.95,79.24,2
parsley,29.5,63,5.2,5.76,30,0.13,61.98,1
parsley,23.06,66,4.4,6.05,57,0.92,78.28,2
parsley,11.42,64,6.0,6.0,61,0.29,56.35,1
parsley,21.81,51,5.0,6.15,41,0.92,82.21,2
parsley,11.92,76,4.3,5.78,41,0.47,51.83,1
parsley,20.45,62,5.0,5.99,37,0.89,90.25,2
parsley,5.9,60,4.4,6.04,46,1.33,61.95,1
parsley,20.64,63,4.0,6.25,56,0.69,73.66,2
parsley,15.54,62,4.5,6.14,66,1.04,63.95,1
parsley,22.1,57,4.9,6.01,81,0.7,78.87,2
parsley,26.31,60,3.7,6.17,48,0.69,61.86,1
parsley,22.62,60,7.1,5.44,49,0.73,59.52,1
parsley,20.65,47,4.4,6.23,43,1.82,64.34,1
parsley,49.32,51,6.3,6.53,46,0.56,42.25,0
parsley,20.7,60,5.6,5.85,42,1.08,80.21,2
parsley,21.53,66,5.2,5.87,27,1.16,87.05,2
parsley,13.17,69,5.2,5.93,57,0.94,63.37,1
parsley,17.02,56,4.2,6.05,47,1.5,63.47,1
parsley,24.27,70,5.8,6.25,33,0.54,68.09,1
parsley,23.28,70,4.5,6.22,61,1.08,70.6,2
parsley,22.26,70,5.0,6.13,62,0.47,76.81,2
parsley,16.18,60,5.2,6.14,49,1.29,67.58,1
parsley,19.26,77,4.6,5.83,57,1.09,67.42,1
parsley,33.34,52,6.6,6.33,61,1.1,43.27,0
parsley,23.36,59,5.9,5.72,59,1.16,68.24,1
parsley,10.03,60,4.0,6.23,49,1.13,56.32,1
parsley,19.4,74,4.5,6.05,47,1.07,73.1,2
parsley,17.35,63,5.2,5.87,14,1.33,77.83,2
parsley,21.9,62,5.4,5.61,33,0.83,81.67,2
parsley,16.3,71,5.2,5.95,44,1.08,68.71,1
parsley,24.6,63,4.0,5.98,39,0.58,73.78,2
parsley,11.99,59,5.3,5.68,58,0.6,57.08,1
parsley,19.99,64,5.8,5.97,23,0.86,84.02,2
parsley,35.29,42,5.7,5.51,53,0.67,41.9,0
parsley,20.92,70,5.1,5.7,12,1.08,83.59,2
parsley,19.99,64,3.5,5.95,25,0.27,73.12,2
parsley,28.99,56,5.2,6.08,53,0.69,62.42,1
parsley,19.23,60,5.5,5.89,64,1.45,70.81,2
parsley,38.19,64,3.6,5.86,64,0.8,54.3,1
parsley,18.71,64,7.5,6.35,20,0.99,65.05,1
parsley,22.62,64,5.7,6.4,23,0.49,75.4,2
parsley,36.5,53,4.5,5.87,58,1.16,56.12,1
parsley,30.36,64,3.7,6.24,54,1.52,50.38,1
parsley,31.8,55,5.3,5.72,53,1.05,57.57,1
parsley,18.29,65,5.5,6.27,57,1.06,69.35,1
parsley,22.91,50,4.9,5.88,41,1.41,74.24,2
parsley,49.96,50,4.2,6.15,84,1.02,48.5,1
parsley,20.01,63,5.2,6.16,48,0.9,82.74,2
parsley,14.68,58,5.5,5.55,34,0.61,56.98,1
parsley,39.01,55,5.1,6.24,57,0.95,60.03,1
parsley,36.7,61,6.2,6.28,19,1.05,60.08,1
parsley,23.73,62,5.6,5.79,53,1.23,73.05,2
parsley,40.35,49,4.9,6.34,24,0.96,59.85,1
parsley,19.12,51,4.5,5.8,48,1.07,69.13,1
parsley,21.4,59,5.2,6.1,68,0.62,80.45,2
parsley,18.48,56,4.6,6.28,48,0.88,70.7,2
parsley,20.91,65,5.0,5.93,29,0.97,90.0,2
parsley,22.41,54,6.0,5.95,28,0.64,76.97,2
parsley,30.43,61,4.7,5.77,60,0.98,61.58,1
parsley,20.53,59,6.7,6.13,28,0.72,73.61,2
parsley,20.58,64,4.5,5.83,38,1.03,81.9,2
parsley,24.17,54,4.5,6.17,80,0.87,66.54,1
parsley,20.58,61,4.9,6.33,16,0.49,83.04,2
parsley,32.12,61,4.9,5.75,76,0.69,58.93,1
parsley,17.92,64,5.3,5.89,46,0.43,72.84,2
parsley,23.88,60,6.2,5.98,47,1.14,72.47,2
parsley,39.91,58,4.5,6.5,84,1.41,45.3,1
parsley,42.71,61,4.8,5.5,67,0.58,53.77,1
parsley,24.28,63,6.4,6.16,39,0.73,70.14,2
parsley,21.61,57,3.6,5.66,47,1.25,68.34,1
parsley,27.14,73,4.5,6.08,42,1.0,64.4,1
parsley,19.3,58,3.9,5.96,42,1.04,73.8,2
parsley,44.52,50,4.2,6.3,75,0.84,47.5,1
parsley,21.79,57,6.1,5.87,52,1.01,75.44,2
parsley,21.38,55,5.3,5.79,68,1.1,75.71,2
parsley,21.52,76,4.4,5.54,57,1.6,62.81,1
parsley,28.77,58,5.8,6.09,36,0.83,62.92,1
parsley,44.23,52,4.8,5.92,68,0.89,59.18,1
parsley,24.13,63,5.1,6.05,52,1.19,79.35,2
parsley,17.61,71,3.7,5.71,71,0.92,56.24,1
parsley,20.11,69,5.8,5.91,41,0.52,74.33,2
parsley,22.19,67,5.2,5.68,31,0.91,82.18,2
parsley,19.95,57,4.2,5.9,31,1.18,76.77,2
parsley,15.07,67,5.1,5.96,68,0.39,61.8,1
parsley,20.14,62,4.6,5.83,59,0.76,78.41,2
parsley,16.6,75,4.5,6.13,25,1.27,64.9,1
parsley,18.9,62,6.0,5.87,48,1.59,68.42,1
parsley,30.72,56,4.7,5.86,49,0.94,62.55,1
parsley,12.18,69,5.7,5.91,66,1.07,56.63,1
parsley,25.29,70,7.6,5.66,49,0.46,51.04,1
parsley,19.78,70,5.8,6.04,47,1.54,70.62,2
parsley,20.45,63,6.4,6.02,38,0.53,76.38,2
parsley,21.49,66,7.0,5.97,53,1.07,72.02,2
parsley,34.95,58,5.6,6.5,54,1.15,51.72,1
parsley,12.16,63,6.3,6.02,28,0.62,62.55,1
parsley,24.71,55,4.5,5.93,16,1.0,77.68,2
parsley,22.83,57,5.3,5.83,63,1.14,74.75,2
parsley,23.37,61,4.8,5.93,47,1.31,79.61,2
parsley,18.13,63,4.4,6.03,29,0.31,75.22,2
parsley,18.96,57,5.0,5.79,28,0.58,77.91,2
parsley,27.65,51,4.5,5.56,54,0.31,49.06,1
parsley,21.88,65,6.1,6.18,38,1.16,77.06,2
parsley,19.61,71,5.5,5.79,38,0.93,74.97,2
parsley,21.76,58,4.6,6.27,44,0.84,80.32,2
parsley,42.58,57,5.9,5.96,66,1.19,55.73,1
parsley,21.73,72,5.9,6.26,47,0.65,71.78,2
parsley,20.52,54,5.8,5.85,37,1.05,75.68,2
parsley,17.42,59,4.1,6.01,47,1.24,68.63,1
parsley,20.43,55,5.3,5.97,39,0.12,76.59,2
parsley,22.64,61,5.4,5.95,33,0.69,84.59,2
parsley,22.24,67,6.2,6.15,43,1.05,74.77,2
parsley,22.1,61,4.4,6.11,39,1.41,79.94,2
parsley,7.26,61,6.2,6.17,51,1.26,55.2,1
parsley,21.29,64,4.8,6.31,52,1.13,80.22,2
parsley,20.34,70,3.6,6.24,23,1.01,72.14,2
parsley,22.08,69,4.8,5.92,38,0.99,84.26,2
parsley,25.95,67,5.9,5.94,61,0.91,66.39,1
parsley,19.5,60,4.9,5.73,35,0.49,77.39,2
parsley,17.74,59,6.3,5.96,54,1.13,65.69,1
parsley,20.65,66,4.5,5.96,23,0.9,87.09,2
parsley,25.68,62,5.1,5.62,68,0.63,65.82,1
parsley,13.07,63,5.1,6.03,26,0.45,70.27,2
parsley,21.56,67,5.0,5.7,53,0.99,81.55,2
parsley,38.34,53,4.2,5.88,64,1.57,49.65,1
parsley,30.87,56,5.2,5.83,21,0.72,66.2,1
parsley,47.65,61,5.2,6.01,71,0.97,64.98,1
parsley,15.8,60,6.6,6.14,55,1.06,56.91,1
parsley,24.86,66,5.3,5.56,20,0.73,72.5,2
parsley,21.03,68,4.9,5.59,39,0.62,77.57,2
parsley,37.68,72,5.4,6.14,45,1.38,57.0,1
parsley,22.75,59,3.3,5.52,34,0.5,62.98,1
parsley,20.19,64,5.3,6.26,50,1.01,78.66,2
parsley,18.2,59,5.0,6.46,62,0.55,66.02,1
parsley,22.35,66,4.3,6.2,34,1.1,78.89,2
parsley,19.8,48,5.3,5.5,58,0.93,64.28,1
parsley,25.84,64,4.8,5.99,36,0.51,75.75,2
parsley,19.87,68,5.7,6.11,42,1.31,74.18,2
parsley,21.31,65,4.6,6.57,69,1.16,69.89,1
parsley,23.63,73,4.6,5.54,30,0.54,67.41,1
parsley,25.41,52,5.0,6.18,41,0.8,71.26,2
parsley,19.57,49,4.5,5.99,24,0.8,77.6,2
parsley,22.67,46,4.1,6.13,46,1.04,68.57,1
parsley,14.19,76,5.8,6.06,50,0.99,55.62,1
parsley,30.5,49,3.9,6.07,49,0.84,53.58,1
parsley,26.12,60,4.3,5.74,74,1.26,59.52,1
parsley,11.49,71,5.7,5.85,63,0.87,55.9,1
parsley,24.49,68,5.2,6.1,49,0.97,75.91,2
parsley,21.27,61,4.7,6.12,65,0.62,80.63,2
parsley,21.74,64,5.2,5.94,69,0.48,80.71,2
parsley,24.35,57,5.8,6.19,30,0.34,69.09,1
parsley,22.03,54,4.8,5.78,47,1.53,74.4,2
parsley,20.46,66,5.0,6.06,8,0.32,87.56,2
parsley,21.26,69,4.1,6.1,28,1.04,80.83,2
parsley,22.81,65,6.3,6.33,67,0.67,65.32,1
parsley,37.5,58,5.7,6.38,42,1.43,53.03,1
parsley,11.47,58,4.4,5.75,59,0.47,54.38,1
parsley,22.31,65,5.6,6.01,47,1.08,82.15,2
parsley,10.29,67,4.5,6.07,50,1.28,60.65,1
parsley,22.98,61,6.3,6.31,58,0.36,64.75,1
parsley,19.2,76,4.7,5.7,62,0.6,64.25,1
parsley,15.97,64,4.5,5.55,61,0.9,60.38,1
parsley,23.85,66,5.1,6.39,24,0.51,75.39,2
parsley,23.72,63,5.5,6.3,60,0.87,73.36,2
parsley,19.95,65,5.4,5.96,41,0.29,78.35,2
parsley,21.26,66,4.8,5.68,61,1.19,76.73,2
parsley,20.86,57,5.5,6.08,46,1.37,77.94,2
parsley,27.19,64,5.9,5.84,46,0.55,62.31,1
parsley,22.46,59,5.3,6.2,61,0.97,78.16,2
parsley,24.17,56,3.1,5.97,67,0.79,61.54,1
parsley,31.92,76,6.0,6.34,52,1.17,46.68,1
parsley,19.21,59,4.9,6.52,49,0.66,70.04,2
parsley,20.27,64,5.0,5.85,38,0.87,86.0,2
parsley,24.82,60,4.7,5.99,39,0.97,79.48,2
parsley,22.73,58,5.4,6.08,56,1.24,77.02,2
parsley,13.19,68,6.0,6.26,45,1.07,55.08,1
parsley,22.8,59,5.3,6.27,39,0.71,78.45,2
parsley,23.75,56,5.4,6.03,48,0.95,77.65,2
parsley,28.64,60,7.3,6.48,51,1.11,43.65,0
parsley,21.97,59,6.0,5.91,37,0.38,76.76,2
parsley,23.05,63,4.2,5.82,47,1.36,74.0,2
parsley,17.07,52,4.9,6.31,50,1.39,61.68,1
parsley,18.79,66,6.2,5.85,52,0.52,66.32,1
parsley,22.89,54,6.0,6.31,37,0.65,68.98,1
parsley,24.73,65,5.7,5.42,25,1.09,66.67,1
parsley,28.1,65,6.0,6.07,27,1.7,59.58,1
parsley,16.73,59,6.5,6.08,47,0.53,60.5,1
parsley,21.14,65,3.7,5.89,39,1.22,76.35,2
parsley,21.22,60,5.2,6.1,39,0.88,87.53,2
parsley,22.36,62,5.6,6.08,46,0.64,81.31,2
parsley,31.24,60,3.7,6.31,62,0.63,49.97,1
parsley,23.77,60,5.1,6.13,39,0.99,81.41,2
parsley,22.69,60,5.1,5.68,64,0.96,76.78,2
parsley,17.47,70,5.2,6.1,40,0.32,68.99,1
parsley,21.5,61,4.7,6.33,44,1.11,81.17,2
parsley,39.55,70,5.9,6.15,56,0.42,52.42,1
parsley,40.94,57,5.3,6.3,56,0.74,57.78,1
parsley,21.27,60,6.1,5.71,37,0.98,76.96,2
parsley,8.0,59,6.0,6.21,34,0.79,59.62,1
parsley,17.54,65,5.7,5.59,31,0.92,68.4,1
parsley,22.33,67,3.9,6.29,59,1.4,66.88,1
parsley,21.12,63,5.2,6.03,51,0.75,86.76,2
parsley,20.4,57,5.7,5.92,12,1.24,81.87,2
parsley,21.72,67,5.1,6.14,59,0.53,80.2,2
parsley,26.12,65,4.4,5.73,67,0.95,63.82,1
parsley,14.9,63,5.2,6.08,28,0.68,71.24,2
parsley,16.26,76,4.7,5.83,44,0.6,61.45,1
parsley,6.25,62,5.3,5.78,80,0.53,56.63,1
parsley,30.95,57,4.5,5.72,54,1.13,56.43,1
parsley,20.87,53,5.3,6.01,18,0.61,84.63,2
parsley,26.93,62,4.4,5.46,59,0.31,54.14,1
parsley,21.88,64,4.9,6.37,32,1.17,82.28,2
parsley,24.5,64,5.5,6.21,61,1.61,66.5,1
parsley,26.33,61,4.7,6.07,40,0.73,73.57,2
parsley,9.42,67,4.7,6.04,40,0.85,67.17,1
parsley,23.35,57,4.9,6.23,57,0.46,72.9,2
parsley,25.8,69,4.9,6.6,57,0.1,54.9,1
parsley,22.08,61,4.4,5.81,55,1.01,79.06,2
parsley,47.71,56,5.5,5.62,70,1.16,50.92,1
parsley,17.44,54,4.6,5.94,12,1.26,74.1,2
parsley,23.65,51,5.4,6.53,59,0.82,62.86,1
parsley,22.83,67,6.0,6.42,38,0.96,70.77,2
parsley,23.79,64,5.0,6.05,26,1.39,83.14,2
parsley,8.39,68,6.6,5.83,21,0.63,55.55,1
parsley,19.74,50,3.9,6.6,29,1.3,59.05,1
parsley,16.44,70,4.5,6.13,42,0.65,65.61,1
parsley,10.77,65,5.1,5.75,59,0.69,61.17,1
parsley,22.95,66,4.1,6.08,42,0.47,74.82,2
parsley,22.9,61,4.1,6.25,71,0.94,71.18,2
parsley,22.11,77,5.0,6.13,59,0.98,76.46,2
parsley,15.98,72,5.8,6.76,36,0.2,45.5,1
parsley,21.65,71,5.1,5.48,31,0.0,70.65,2
parsley,48.56,51,5.5,6.02,58,0.89,59.2,1
parsley,22.23,48,4.8,6.11,26,0.74,79.85,2
parsley,9.35,71,3.9,6.25,57,0.97,51.57,1
parsley,14.14,60,4.3,6.25,71,0.76,55.25,1
parsley,25.21,59,6.4,6.14,69,1.15,60.42,1
parsley,13.32,49,6.3,6.01,58,1.12,50.45,1
parsley,25.98,62,4.6,6.05,30,1.0,77.07,2
parsley,19.49,69,6.0,5.86,30,1.03,73.97,2
parsley,13.79,63,6.1,5.48,26,0.72,55.22,1
mint,26.58,68,5.6,5.96,38,0.51,76.85,2
mint,17.61,64,4.5,5.63,41,1.22,69.28,1
mint,31.04,60,4.8,6.04,79,0.7,61.36,1
mint,23.4,67,5.2,5.86,59,1.81,81.35,2
mint,23.51,66,4.4,5.75,31,1.78,80.0,2
mint,23.22,73,5.2,5.68,23,1.29,84.12,2
mint,40.02,70,5.2,5.77,77,1.03,59.02,1
mint,48.12,56,3.8,6.56,45,1.36,44.7,0
mint,25.96,64,5.1,5.7,47,0.91,75.9,2
mint,33.02,55,6.7,5.81,70,1.29,44.19,0
mint,21.88,63,4.6,6.05,24,1.22,87.09,2
mint,17.36,76,5.7,5.91,58,1.52,65.29,1
mint,32.96,59,4.0,5.93,63,0.91,54.19,1
mint,22.82,57,4.6,5.89,58,0.86,76.73,2
mint,21.6,68,5.4,5.89,48,0.83,81.71,2
mint,22.3,55,3.6,6.14,32,0.82,70.31,2
mint,22.62,80,4.2,5.94,47,0.66,73.65,2
mint,23.77,77,5.0,5.78,35,1.18,82.63,2
mint,24.19,63,4.2,6.02,58,1.12,78.74,2
mint,29.71,61,5.3,6.15,55,0.83,66.32,1
mint,19.94,74,4.1,5.92,35,0.33,70.59,2
mint,24.4,65,3.7,5.77,73,1.29,69.11,1
mint,6.37,75,4.5,6.47,38,0.92,54.52,1
mint,17.28,67,4.8,5.96,54,1.57,75.01,2
mint,21.63,69,4.2,5.9,57,1.3,78.62,2
mint,16.92,64,6.1,6.43,37,1.49,61.16,1
mint,23.9,73,4.5,6.09,55,1.04,79.55,2
mint,24.55,63,4.7,5.47,44,0.67,71.0,2
